clock,description,player_name,event_type,success,x,y,team_id,period_id,jersey_number,event_subtype,person_id,person_image,home_score,away_score,event_id,club,date,match_set
PT6M8S,Zwei-Minuten Strafe,Jonathan Svensson,suspension,,19.73,23.2,fe8d1885-3952-11ef-9130-af5c55c3771d,1,28.0,twoMinutes,0e7ef9b9-3956-11ef-82c8-63392ed267d4,https://images.dc.prod.cloud.atriumsports.com/h1s44/4153167551ea49c5ac556374e8233aed,1,3,d77666a0-71f2-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT10M24S,Zwei-Minuten Strafe,Justin Kurch,suspension,,90.38,10.31,fef51771-3952-11ef-97b4-af5c55c3771d,1,52.0,twoMinutes,a12a1225-3954-11ef-b718-85d73a57ae73,https://images.dc.prod.cloud.atriumsports.com/h1s44/3c8f8e63e063431ea5366baa58d87286,1,6,05b23a20-71f4-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT12M50S,Zwei-Minuten Strafe,Stefan Bauer,suspension,True,79.66,24.23,fe8d1885-3952-11ef-9130-af5c55c3771d,1,99.0,twoMinutes,dce145a5-3954-11ef-a7ce-0119270b4993,https://images.dc.prod.cloud.atriumsports.com/h1s44/ad52840bc31343dfa52043696a99b841,3,8,6ffb6500-71f4-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT13M8S,Zwei-Minuten Strafe,Justin Kurch,suspension,True,19.37,75.77,fef51771-3952-11ef-97b4-af5c55c3771d,1,52.0,twoMinutes,a12a1225-3954-11ef-b718-85d73a57ae73,https://images.dc.prod.cloud.atriumsports.com/h1s44/3c8f8e63e063431ea5366baa58d87286,4,8,8a818e40-71f4-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT15M57S,Auszeit eines Teams,,timeOut,False,78.93,62.37,fe8d1885-3952-11ef-9130-af5c55c3771d,1,,team,,,4,10,2e1f63b1-71f5-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT18M14S,Auszeit eines Teams,,timeOut,True,17.17,20.1,fef51771-3952-11ef-97b4-af5c55c3771d,1,,team,,,7,11,af9d9101-71f5-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT19M27S,Zwei-Minuten Strafe,Ivan Snajder,suspension,True,19.61,26.8,fef51771-3952-11ef-97b4-af5c55c3771d,1,82.0,twoMinutes,dacfc694-3954-11ef-964e-0119270b4993,https://images.dc.prod.cloud.atriumsports.com/h1s44/04bc7913d8f74d3aa31c527caec8c967,8,11,2a639ec0-71f6-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT20M39S,Zwei-Minuten Strafe,Philipp Meyer,suspension,,71.5,46.39,fef51771-3952-11ef-97b4-af5c55c3771d,1,27.0,twoMinutes,8a8c7344-3954-11ef-a3f0-a919af319ee5,https://images.dc.prod.cloud.atriumsports.com/h1s44/585d60f7bd2f492ca30a78024896a798,8,11,94bb4890-71f6-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT28M12S,Zwei-Minuten Strafe,Christopher Bissel,suspension,,18.27,77.32,fe8d1885-3952-11ef-9130-af5c55c3771d,1,21.0,twoMinutes,458c7c77-3953-11ef-b1d0-855e48b08f9c,https://images.dc.prod.cloud.atriumsports.com/h1s44/6d4e4ac3e11545de8d2ccb634fcf0757,11,14,f45b2710-71f7-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT0M24S,Zwei-Minuten Strafe,Malte Donker,suspension,False,24.85,86.6,fef51771-3952-11ef-97b4-af5c55c3771d,2,39.0,twoMinutes,a064891e-3954-11ef-9b42-85d73a57ae73,https://images.dc.prod.cloud.atriumsports.com/h1s44/2610d5944ee84757a11926b1260b8fde,12,14,1b7b2540-71fb-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT3M43S,Zwei-Minuten Strafe,Malte Donker,suspension,True,20.71,48.71,fef51771-3952-11ef-97b4-af5c55c3771d,2,39.0,twoMinutes,a064891e-3954-11ef-9b42-85d73a57ae73,https://images.dc.prod.cloud.atriumsports.com/h1s44/2610d5944ee84757a11926b1260b8fde,14,15,ee85c990-71fb-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT5M16S,Zwei-Minuten Strafe,Florian Scheerer,suspension,True,78.2,49.48,fe8d1885-3952-11ef-9130-af5c55c3771d,2,10.0,twoMinutes,f98caff8-3955-11ef-8f23-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/c4fb75152ca2428b8faae0900501e91e,15,15,46d5f8e0-71fc-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT9M33S,Zwei-Minuten Strafe,Christoph Steinert,suspension,False,89.65,90.72,fe8d1885-3952-11ef-9130-af5c55c3771d,2,44.0,twoMinutes,50158fe2-3953-11ef-a039-a9530db97767,https://images.dc.prod.cloud.atriumsports.com/h1s44/9bc099f5e3064c92922019bb62e1b633,17,17,5ed22670-71fd-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT12M51S,Auszeit eines Teams,,timeOut,True,28.62,46.65,fe8d1885-3952-11ef-9130-af5c55c3771d,2,,team,,,17,19,2642d240-71fe-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT14M56S,Auszeit eines Teams,,timeOut,True,66.99,45.88,fef51771-3952-11ef-97b4-af5c55c3771d,2,,team,,,18,19,b02dd401-71fe-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT18M48S,Auszeit eines Teams,,timeOut,,22.41,46.39,fe8d1885-3952-11ef-9130-af5c55c3771d,2,,team,,,19,21,a3fc12e1-71ff-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT23M35S,Zwei-Minuten Strafe,Sander Andreassen Øverjordet,suspension,True,34.96,47.42,fe8d1885-3952-11ef-9130-af5c55c3771d,2,8.0,twoMinutes,67705037-53d4-11ef-b5ec-5307176d7c7a,https://images.dc.prod.cloud.atriumsports.com/h1s44/3b1ed259b3ca4b29871bbd71125b6b88,22,24,55be3fc0-7201-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT27M23S,Zwei-Minuten Strafe,Nikolai Link,suspension,True,21.44,45.62,fe8d1885-3952-11ef-9130-af5c55c3771d,2,33.0,twoMinutes,455ee77d-3953-11ef-ab3e-855e48b08f9c,https://images.dc.prod.cloud.atriumsports.com/h1s44/409ecf557f8f40cb9a7dbeb6514ec3b9,24,26,2acd66a0-7202-11ef-9072-c7b794e28f69,HC Erlangen,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT28M55S,Auszeit eines Teams,,timeOut,False,68.09,52.58,fef51771-3952-11ef-97b4-af5c55c3771d,2,,team,,,24,27,7022e1d1-7202-11ef-9072-c7b794e28f69,ThSV Eisenach,2024-09-13T19:00:00,HC Erlangen vs ThSV Eisenach
PT5M30S,Zwei-Minuten Strafe,Josip Sarac,suspension,,80.94,29.34,fea4237d-3952-11ef-9fcd-af5c55c3771d,1,13.0,twoMinutes,f51fc844-3954-11ef-aed0-4143a9146400,https://images.dc.prod.cloud.atriumsports.com/h1s44/cace81dfd66f4222abc362a456bcdc38,1,1,609d63e0-7129-11ef-b2fc-11805c3550c6,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT14M28S,Auszeit eines Teams,,timeOut,True,24.83,47.05,fea4237d-3952-11ef-9fcd-af5c55c3771d,1,,team,,,8,4,b4e81b10-712a-11ef-b2fc-11805c3550c6,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT21M6S,Zwei-Minuten Strafe,Domagoj Duvnjak,suspension,,92.48,9.04,febf038e-3952-11ef-b7c2-af5c55c3771d,1,4.0,twoMinutes,51ec84a2-3953-11ef-bd56-a9530db97767,https://images.dc.prod.cloud.atriumsports.com/h1s44/ecba5c6b02804cf1b8597ca60f36930b,11,8,e92bd0f0-712b-11ef-b2fc-11805c3550c6,THW Kiel,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT22M59S,Zwei-Minuten Strafe,Erik Persson,suspension,,90.91,88.56,fea4237d-3952-11ef-9fcd-af5c55c3771d,1,22.0,twoMinutes,0e0a34d7-3956-11ef-a7bd-63392ed267d4,https://images.dc.prod.cloud.atriumsports.com/h1s44/707431daf978416b818c86fed91d9c76,11,9,4f9bb940-712c-11ef-b2fc-11805c3550c6,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT29M26S,Auszeit eines Teams,,timeOut,True,73.51,77.86,febf038e-3952-11ef-b7c2-af5c55c3771d,1,,team,,,16,11,65e26ea0-712d-11ef-b2fc-11805c3550c6,THW Kiel,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT3M2S,Zwei-Minuten Strafe,Rutger ten Velde,suspension,,72.73,51.29,fea4237d-3952-11ef-9fcd-af5c55c3771d,2,5.0,twoMinutes,f2ef6543-3954-11ef-bf7f-4143a9146400,https://images.dc.prod.cloud.atriumsports.com/h1s44/28e29e71fd874c8294d7486bb9065c9f,20,13,455f3110-7130-11ef-b2fc-11805c3550c6,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT3M33S,Zwei-Minuten Strafe,Patrick Wiencek,suspension,True,22.55,57.01,febf038e-3952-11ef-b7c2-af5c55c3771d,2,17.0,twoMinutes,520ac6e2-3953-11ef-8de8-a9530db97767,https://images.dc.prod.cloud.atriumsports.com/h1s44/7b6ff83ccb804c72a80a8d80a3ada50f,21,13,618a30b0-7130-11ef-b2fc-11805c3550c6,THW Kiel,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT5M57S,Auszeit eines Teams,,timeOut,True,74.74,22.51,fea4237d-3952-11ef-9fcd-af5c55c3771d,2,,team,,,23,14,c2bcd9a1-7130-11ef-b2fc-11805c3550c6,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT19M36S,Auszeit eines Teams,,timeOut,False,71.59,50.92,fea4237d-3952-11ef-9fcd-af5c55c3771d,2,,team,,,28,20,f0c65d11-7132-11ef-a2e5-7b7aca7f417d,FRISCH AUF! Göppingen,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT23M36S,Auszeit eines Teams,,timeOut,,46.42,60.33,febf038e-3952-11ef-b7c2-af5c55c3771d,2,,team,,,30,21,b2a19761-7133-11ef-a2e5-7b7aca7f417d,THW Kiel,2024-09-12T19:00:00,THW Kiel vs FRISCH AUF! Göppingen
PT5M38S,Zwei-Minuten Strafe,Nils Fuhrmann,suspension,True,18.09,19.56,ffe84692-3952-11ef-954e-af5c55c3771d,1,27.0,twoMinutes,eec0273f-3955-11ef-ba23-a32b26a416b7,https://images.dc.prod.cloud.atriumsports.com/h1s44/84808a3a0e204ab688467d6c1dc5ad9c,3,2,5a15a320-7129-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT8M55S,Zwei-Minuten Strafe,Emil Hansson,suspension,True,80.33,75.28,ffe84692-3952-11ef-954e-af5c55c3771d,1,2.0,twoMinutes,f6ff98b8-3955-11ef-b828-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/c27af4d1b19047f4b87014d2d9fbf4b4,3,3,d9111d30-7129-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT19M47S,Auszeit eines Teams,,timeOut,,19.93,73.8,ffe84692-3952-11ef-954e-af5c55c3771d,1,,team,,,11,7,f0b6a9d1-712b-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT29M25S,Auszeit eines Teams,,timeOut,False,81.21,47.79,feb41b46-3952-11ef-9df6-af5c55c3771d,1,,team,,,17,10,c617f2e1-712d-11ef-bfaa-f9b69e0eee00,MT Melsungen,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT29M39S,Zwei-Minuten Strafe,Josip Simic,suspension,False,81.21,47.79,ffe84692-3952-11ef-954e-af5c55c3771d,1,5.0,twoMinutes,cf7c2adf-3954-11ef-91ca-0d6c0b831129,https://images.dc.prod.cloud.atriumsports.com/h1s44/9f7d13171b4047f7b9f5c97ebfbf76df,17,10,0068fed0-712e-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT13M56S,Auszeit eines Teams,,timeOut,True,17.48,76.57,feb41b46-3952-11ef-9df6-af5c55c3771d,2,,team,,,21,17,817d7101-7132-11ef-bfaa-f9b69e0eee00,MT Melsungen,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT14M59S,Zwei-Minuten Strafe,Emil Hansson,suspension,,9.35,89.3,ffe84692-3952-11ef-954e-af5c55c3771d,2,2.0,twoMinutes,f6ff98b8-3955-11ef-b828-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/c27af4d1b19047f4b87014d2d9fbf4b4,22,18,e670f280-7132-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT16M52S,Auszeit eines Teams,,timeOut,,91.48,89.31,ffe84692-3952-11ef-954e-af5c55c3771d,2,,team,,,24,18,48fa51d0-7133-11ef-bfaa-f9b69e0eee00,1. VfL Potsdam,2024-09-12T19:00:00,MT Melsungen vs 1. VfL Potsdam
PT10M14S,Zwei-Minuten Strafe,Jonas Truchanovicius,suspension,True,26.32,45.76,febb3114-3952-11ef-b6f7-af5c55c3771d,1,10.0,twoMinutes,f817549f-3955-11ef-8ef9-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/7800683295d24ee49885fe201349ef92,4,2,010c9e70-6de4-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT12M14S,Zwei-Minuten Strafe,Gianfranco Pribetic,suspension,True,72.83,52.46,febb3114-3952-11ef-b6f7-af5c55c3771d,1,9.0,twoMinutes,69551a95-54c9-11ef-ab9f-e72f33e8c319,https://images.dc.prod.cloud.atriumsports.com/h1s44/cb7018cf6f8e425fb3b2edb7a4305e65,4,3,6f595030-6de4-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT20M50S,Auszeit eines Teams,,timeOut,,27.27,47.99,febb3114-3952-11ef-b6f7-af5c55c3771d,1,,team,,,11,8,18a336f1-6de6-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT23M23S,Auszeit eines Teams,,timeOut,False,72.73,41.29,feace61d-3952-11ef-ae23-af5c55c3771d,1,,team,,,12,10,ab955150-6de6-11ef-90d5-e7e599d57524,SC DHfK Leipzig,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT24M41S,Zwei-Minuten Strafe,Viggó Kristjánsson,suspension,False,74.63,44.87,feace61d-3952-11ef-ae23-af5c55c3771d,1,73.0,twoMinutes,cedbe2ed-3954-11ef-bc93-0d6c0b831129,https://images.dc.prod.cloud.atriumsports.com/h1s44/711fa80657f64fcb860c598b61f43aaf,12,10,1bf70060-6de7-11ef-90d5-e7e599d57524,SC DHfK Leipzig,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT29M35S,Zwei-Minuten Strafe,Lenny Rubin,suspension,True,72.41,56.7,febb3114-3952-11ef-b6f7-af5c55c3771d,1,44.0,twoMinutes,a1b12822-3954-11ef-aa37-85d73a57ae73,https://images.dc.prod.cloud.atriumsports.com/h1s44/91c20b7604dc4412ae74a133239df290,15,12,04126790-6de8-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT4M19S,Auszeit eines Teams,,timeOut,True,70.93,27.46,febb3114-3952-11ef-b6f7-af5c55c3771d,2,,team,,,18,12,f5aa7aa1-6dea-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT9M33S,Zwei-Minuten Strafe,Gianfranco Pribetic,suspension,,27.91,50.45,febb3114-3952-11ef-b6f7-af5c55c3771d,2,9.0,twoMinutes,69551a95-54c9-11ef-ab9f-e72f33e8c319,https://images.dc.prod.cloud.atriumsports.com/h1s44/cb7018cf6f8e425fb3b2edb7a4305e65,21,13,284bf230-6dec-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT14M58S,Auszeit eines Teams,,timeOut,True,25.48,48.44,feace61d-3952-11ef-ae23-af5c55c3771d,2,,team,,,24,18,23a3aa61-6ded-11ef-90d5-e7e599d57524,SC DHfK Leipzig,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT20M34S,Auszeit eines Teams,,timeOut,False,81.29,74.78,febb3114-3952-11ef-b6f7-af5c55c3771d,2,,team,,,26,19,43c4a6e0-6dee-11ef-90d5-e7e599d57524,TVB Stuttgart,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT26M13S,Zwei-Minuten Strafe,Matej Klima,suspension,True,69.56,59.6,feace61d-3952-11ef-ae23-af5c55c3771d,2,13.0,twoMinutes,fe8426af-3954-11ef-8a29-0d6c0b831129,https://images.dc.prod.cloud.atriumsports.com/h1s44/d28baeeb542f4bd0937e4726dc942a0a,30,22,4d87ee20-6def-11ef-90d5-e7e599d57524,SC DHfK Leipzig,2024-09-08T15:00:00,SC DHfK Leipzig vs TVB Stuttgart
PT13M38S,Zwei-Minuten Strafe,Juan de la Peña,suspension,True,74.33,48.58,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,1,13.0,twoMinutes,950f2017-3954-11ef-bab4-0119270b4993,https://images.dc.prod.cloud.atriumsports.com/h1s44/5e00c6a1914442e691a64860a878810c,3,4,517283e0-6df1-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT17M54S,Zwei-Minuten Strafe,Jonathan Fischer,suspension,True,25.77,39.68,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,1,36.0,twoMinutes,7eb80ff1-3954-11ef-a6fb-5fae856b6582,https://images.dc.prod.cloud.atriumsports.com/h1s44/ca05cdb544fe459cba3b7ee46a09821a,6,5,222ea450-6df2-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT19M11S,Zwei-Minuten Strafe,Josip Simic,suspension,True,25.77,39.68,ffe84692-3952-11ef-954e-af5c55c3771d,1,5.0,twoMinutes,cf7c2adf-3954-11ef-91ca-0d6c0b831129,https://images.dc.prod.cloud.atriumsports.com/h1s44/9f7d13171b4047f7b9f5c97ebfbf76df,6,5,73a1ee00-6df2-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT20M47S,Zwei-Minuten Strafe,Nikola Vlahovic,suspension,True,20.21,31.78,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,1,3.0,twoMinutes,8b6f3b8f-3954-11ef-b124-a919af319ee5,https://images.dc.prod.cloud.atriumsports.com/h1s44/3afba61d9eb94a6c83a916a1701a0be2,7,5,dc84d220-6df2-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT21M48S,Auszeit eines Teams,,timeOut,False,89.37,12.96,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,1,,team,,,8,5,11d83fc0-6df3-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT25M59S,Auszeit eines Teams,,timeOut,True,80.17,47.98,ffe84692-3952-11ef-954e-af5c55c3771d,1,,team,,,9,7,0985dbb1-6df4-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT27M36S,Zwei-Minuten Strafe,Nicolas Paulnsteiner,suspension,,29.02,31.17,ffe84692-3952-11ef-954e-af5c55c3771d,1,7.0,twoMinutes,bc18f9e7-48eb-11ef-9d32-97c09a154b98,https://images.dc.prod.cloud.atriumsports.com/h1s44/0e2f3635362d4b72ac67f6b82fd013fa,9,8,8065ae90-6df4-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT4M21S,Auszeit eines Teams,,timeOut,True,16.57,73.68,ffe84692-3952-11ef-954e-af5c55c3771d,2,,team,,,12,16,d8384211-6df7-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT7M44S,Zwei-Minuten Strafe,Dominik Claus,suspension,,24.62,38.87,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,2,7.0,twoMinutes,52790037-3953-11ef-8268-a9530db97767,https://images.dc.prod.cloud.atriumsports.com/h1s44/13c99aa274ec4243abd1e8fe3d9dd780,13,17,9294b170-6df8-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT10M46S,Zwei-Minuten Strafe,Emil Hansson,suspension,,91.95,86.84,ffe84692-3952-11ef-954e-af5c55c3771d,2,2.0,twoMinutes,f6ff98b8-3955-11ef-b828-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/c27af4d1b19047f4b87014d2d9fbf4b4,16,17,1fd82d00-6df9-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT12M43S,Auszeit eines Teams,,timeOut,False,73.66,31.17,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,2,,team,,,17,18,9929c331-6df9-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT14M36S,Zwei-Minuten Strafe,Emil Hansson,suspension,,,,ffe84692-3952-11ef-954e-af5c55c3771d,2,2.0,twoMinutes,f6ff98b8-3955-11ef-b828-e79bf7b1fa4b,https://images.dc.prod.cloud.atriumsports.com/h1s44/c27af4d1b19047f4b87014d2d9fbf4b4,19,20,23a98ae0-6dfa-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT26M6S,Zwei-Minuten Strafe,Josip Simic,suspension,,19.25,63.36,ffe84692-3952-11ef-954e-af5c55c3771d,2,5.0,twoMinutes,cf7c2adf-3954-11ef-91ca-0d6c0b831129,https://images.dc.prod.cloud.atriumsports.com/h1s44/9f7d13171b4047f7b9f5c97ebfbf76df,24,25,4ebcd8c0-6dfc-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT28M54S,Auszeit eines Teams,,timeOut,,74.43,66.6,ff49c9b8-3952-11ef-b8c6-af5c55c3771d,2,,team,,,26,27,dc3fa740-6dfc-11ef-a79d-5769b1760ea5,SG BBM Bietigheim,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT29M29S,Auszeit eines Teams,,timeOut,,10.63,87.45,ffe84692-3952-11ef-954e-af5c55c3771d,2,,team,,,26,28,3ef4d180-6dfd-11ef-a79d-5769b1760ea5,1. VfL Potsdam,2024-09-08T16:30:00,1. VfL Potsdam vs SG BBM Bietigheim
PT2M41S,Zwei-Minuten Strafe,Andreas Magaard,suspension,True,9.77,10.79,0045fbc4-3953-11ef-a217-af5c55c3771d,1,4.0,twoMinutes,ee29ef7a-3955-11ef-9c8c-a32b26a416b7,https://images.dc.prod.cloud.atriumsports.com/h1s44/11ece20137cc409196f64994ec925397,4,1,94b73320-7365-11ef-9988-0f1e4277391f,Handball Sport Verein Hamburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT2M41S,Auszeit eines Teams,,timeOut,True,72.95,57.07,0045fbc4-3953-11ef-a217-af5c55c3771d,1,,team,,,4,6,dc14b351-7365-11ef-9988-0f1e4277391f,Handball Sport Verein Hamburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT5M34S,Zwei-Minuten Strafe,Dominik Axmann,suspension,True,10.68,9.59,0045fbc4-3953-11ef-a217-af5c55c3771d,1,15.0,twoMinutes,7dea5996-3954-11ef-8680-5fae856b6582,https://images.dc.prod.cloud.atriumsports.com/h1s44/74d98720176243df9153c01f4571bd57,8,9,45997cc0-7366-11ef-9988-0f1e4277391f,Handball Sport Verein Hamburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT24M54S,Auszeit eines Teams,,timeOut,False,27.05,25.42,fe848316-3952-11ef-8185-af5c55c3771d,1,,team,,,10,13,d6df6dc1-7366-11ef-9988-0f1e4277391f,SC Magdeburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT29M50S,Zwei-Minuten Strafe,Tim Zechel,suspension,True,26.59,26.62,fe848316-3952-11ef-8185-af5c55c3771d,1,9.0,twoMinutes,f5f23435-3953-11ef-9360-7f8c67faf7e7,https://images.dc.prod.cloud.atriumsports.com/h1s44/1dd2213cd0e74cde99413d183f24240e,10,16,e2bb5bd0-7367-11ef-9988-0f1e4277391f,SC Magdeburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT1M1S,Zwei-Minuten Strafe,Magnus Saugstrup,suspension,True,78.64,27.1,fe848316-3952-11ef-8185-af5c55c3771d,2,23.0,twoMinutes,0a40fc65-3955-11ef-bc4c-791010fc8985,https://images.dc.prod.cloud.atriumsports.com/h1s44/8c5f5cbbdacd4d6bac1b425d7836378d,11,16,78699e10-736a-11ef-88c1-bfd35dd2b874,SC Magdeburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
PT3M54S,Zwei-Minuten Strafe,Dominik Axmann,suspension,,77.16,57.55,0045fbc4-3953-11ef-a217-af5c55c3771d,2,15.0,twoMinutes,7dea5996-3954-11ef-8680-5fae856b6582,https://images.dc.prod.cloud.atriumsports.com/h1s44/74d98720176243df9153c01f4571bd57,12,16,14617180-736b-11ef-88c1-bfd35dd2b874,Handball Sport Verein Hamburg,2024-09-15T15:00:00,Handball Sport Verein Hamburg vs SC Magdeburg
