team_id,Jersey Number,Player ID,Name,Image,club,date,match_set
fe911367-3952-11ef-9131-af5c55c3771d,7,c267eb59-3954-11ef-a8c3-791010fc8985,Julian Köster,https://images.dc.prod.cloud.atriumsports.com/h1s44/1621ef849b284122917d37a5303bbb6f,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,66,cf20fb65-3954-11ef-bd00-0d6c0b831129,Stepan Zeman,https://images.dc.prod.cloud.atriumsports.com/h1s44/4b4469cbafa640c9a229efdca3d85ecf,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,11,e6ca43c1-3954-11ef-9a8c-0119270b4993,Mathis Häseler,https://images.dc.prod.cloud.atriumsports.com/h1s44/a5c77ee2705f484a9040b6db8095b632,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,6,e7c4b2f5-3954-11ef-857b-0119270b4993,Milos Vujovic,https://images.dc.prod.cloud.atriumsports.com/h1s44/00e5218b5c1243199aed126f15c05ad9,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,23,e7d95875-3954-11ef-bea4-0119270b4993,Ole Pregler,https://images.dc.prod.cloud.atriumsports.com/h1s44/932a1b353a89459e95ccf5aa93194af0,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,4,e9032a9b-3954-11ef-bf9c-0119270b4993,Ellidi Snaer Vidarsson,https://images.dc.prod.cloud.atriumsports.com/h1s44/7204edc865d64905acf14ba086ed28eb,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,16,f759defc-3955-11ef-9e9e-e79bf7b1fa4b,Bertram Obling,https://images.dc.prod.cloud.atriumsports.com/h1s44/528ee91008fc4711a4b12082373267e9,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,5,f823490a-3955-11ef-80ea-e79bf7b1fa4b,Tilen Kodrin,https://images.dc.prod.cloud.atriumsports.com/h1s44/720cc89940f84f999a245ecb41dc0b6e,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe911367-3952-11ef-9131-af5c55c3771d,27,ff34bb32-3954-11ef-84bb-0d6c0b831129,Kristjan Horzen,https://images.dc.prod.cloud.atriumsports.com/h1s44/a3d38502410b413f951431c6e9d26231,VfL Gummersbach,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,39,0deb05cf-3954-11ef-a6df-a3c22717a414,Lukas Stutzke,https://images.dc.prod.cloud.atriumsports.com/h1s44/bf7bbf11c6e04dbbbef97c738e46be09,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,16,0f46dff5-3956-11ef-bcc8-63392ed267d4,Simon Gade,https://images.dc.prod.cloud.atriumsports.com/h1s44/90d9e5b268a742aeb57e4eb136914c61,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,9,2e8660a9-48fe-11ef-94ec-011aa5a66154,Vilhelm Poulsen,https://images.dc.prod.cloud.atriumsports.com/h1s44/165d4a3708a0486aa9c7b325de673b69,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,19,4471a641-3953-11ef-8b14-855e48b08f9c,Marius Steinhauser,https://images.dc.prod.cloud.atriumsports.com/h1s44/09a0fdbdc4544ea7b3acb22a7642ccf9,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,35,475250a3-3953-11ef-8ffd-855e48b08f9c,Joel Birlehm,https://images.dc.prod.cloud.atriumsports.com/h1s44/9e0fb4bdd43347e6a7b0e9dc776f5f8f,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,22,475802bc-3953-11ef-b101-855e48b08f9c,Marian Michalczik,https://images.dc.prod.cloud.atriumsports.com/h1s44/d4bc1da029ec46fab6923ad6a2b42f92,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,56,4fec1746-3953-11ef-9a74-a9530db97767,Hannes Feise,https://images.dc.prod.cloud.atriumsports.com/h1s44/ba689a1c3a614a40b1b5a1fbd5bd12b4,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,44,53ec041f-48eb-11ef-92e7-a736c0da812f,Thomas Alfred Solstad,https://images.dc.prod.cloud.atriumsports.com/h1s44/c53b50fb90264f9cba4829c29d1f9602,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,74,89fe4d53-3954-11ef-b29b-a919af319ee5,Vincent Büchner,https://images.dc.prod.cloud.atriumsports.com/h1s44/2ad18eb04b90421694afca3bf814995e,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,42,c337d3d9-3954-11ef-855f-791010fc8985,Martin Hanne,https://images.dc.prod.cloud.atriumsports.com/h1s44/ac64680813c648ec9b9d5943c5f760ad,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,54,f24b6a05-3954-11ef-a821-4143a9146400,Justus Fischer,https://images.dc.prod.cloud.atriumsports.com/h1s44/1c86e64e44074f80b0b2bb09cdae861a,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,10,f2fc1b0a-3954-11ef-ae4a-4143a9146400,Renars Uscins,https://images.dc.prod.cloud.atriumsports.com/h1s44/34915b08e304441299aa42277f8bfb94,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,4,f52ffb1e-3954-11ef-ae6c-4143a9146400,Adam Nyfjäll,https://images.dc.prod.cloud.atriumsports.com/h1s44/91a3053fe7464ccc94d881814d0ce27a,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,28,f7697a72-3955-11ef-9f65-e79bf7b1fa4b,Maximilian  Gerbl,https://images.dc.prod.cloud.atriumsports.com/h1s44/2733bed249f847b9b10c3f426a1e5f91,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,23,f9821870-3955-11ef-8ff7-e79bf7b1fa4b,Uladzislau Kulesh,https://images.dc.prod.cloud.atriumsports.com/h1s44/95663d00ceb74787a614a7183105dd32,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fea93a14-3952-11ef-a7e0-af5c55c3771d,26,fe9fc8c6-3954-11ef-b8d2-0d6c0b831129,Jonathan Edvardsson,,TSV Hannover-Burgdorf,2024-09-05 19:00:00,TSV Hannover-Burgdorf vs VfL Gummersbach
fe80598a-3952-11ef-914c-af5c55c3771d,9,0ec062b2-3956-11ef-b25f-63392ed267d4,Steven Plucnar Jacobsen,https://images.dc.prod.cloud.atriumsports.com/h1s44/01180163a2be4fa5a0bdb8f6eec6db2d,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,11,0f36e109-3956-11ef-8135-63392ed267d4,Arnór Snær Óskarsson,https://images.dc.prod.cloud.atriumsports.com/h1s44/dbcc25bd3560473b8b479458be8a4069,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,22,1076b33c-3956-11ef-932f-63392ed267d4,Gustav Davidsson,https://images.dc.prod.cloud.atriumsports.com/h1s44/22cbfc8c03d84203bd74d2702475a7a4,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,80,43bffe17-3953-11ef-aec6-855e48b08f9c,Jannik Kohlbacher,https://images.dc.prod.cloud.atriumsports.com/h1s44/a0721db539014e15b30ead8e2a696a99,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,1,44645e02-3953-11ef-8503-855e48b08f9c,Mikael  Appelgren,https://images.dc.prod.cloud.atriumsports.com/h1s44/ebe220bbeb0c47b89b0b363d12cfb525,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,8,466d2c6f-3953-11ef-b7be-855e48b08f9c,Tim Nothdurft,https://images.dc.prod.cloud.atriumsports.com/h1s44/dfb98ccdc07b4d8ab5fed11c08fad7c3,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,13,4f7a5b40-3953-11ef-8e34-a9530db97767,Sebastian Heymann,https://images.dc.prod.cloud.atriumsports.com/h1s44/e63dd6e337df40818f5b14ebb5982332,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,19,502b9103-6bb4-11ef-98bc-e3c4038ad78f,Cedric Mayer,,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,25,695180cc-3954-11ef-b103-bdf3bafad9bd,Olle Forsell Schefvert,https://images.dc.prod.cloud.atriumsports.com/h1s44/5670d380dc9e42e691e5df6847961702,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
