name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
Elias Kofler,kofler-elias,E. Kofler,CB,10,38,949520,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,965779200.0,0,4,0,0,0,1,1,6,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Emil Hansson,hansson-emil,E. Hansson,LB,2,1,953702,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,862963200.0,2,0,0,0,0,2,2,0,0,1,1,1,1,0,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Josip Šimić,simic-josip,J. Šimić,P,5,16,1137003,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,957916800.0,0,0,0,0,0,4,3,1,0,0,0,1,1,0,0,,,,,,,2.0,3.0,Josip,Šimić,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Marvin Kix,kix-marvin,M. Kix,RW,28,3,992365,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1027728000.0,0,1,0,0,0,3,2,3,0,0,0,0,0,0,0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Maxim Orlov,orlov-maxim,M. Orlov,CB,22,9,1109564,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1014940800.0,0,0,0,0,0,5,2,0,0,2,2,0,0,0,0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Sergey Gorpishin,gorpishin-sergey,S. Gorpishin,P,23,4,1094749,"{'alpha2': 'RU', 'alpha3': 'RUS', 'name': 'Russia'}",EUR,872985600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Nicolas Paulnsteiner,paulnsteiner-nicolas,N. Paulnsteiner,RB,7,14,1095896,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,1089936000.0,0,1,0,0,0,6,3,0,0,1,4,0,0,0,0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Nicholas Schley,schley-nicholas,N. Schley,CB,35,1,1187871,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1075939200.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Max Gunther,gunther-max,M. Günther,RW,14,9,1431917,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1093651200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Marvin Siemer,siemer-marvin,M. Siemer,LW,6,2,1478889,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1095811200.0,0,0,0,0,0,9,8,0,5,2,0,1,1,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Nils Fuhrmann,fuhrmann-nils,N. Fuhrmann,LW,27,2,1400083,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1057622400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Emir Kurtagić,emir-kurtagic,E. Kurtagić,,,1,809020,"{'alpha2': 'BA', 'alpha3': 'BIH', 'name': 'Bosnia & Herzegovina'}",EUR,335577600.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Johannes Bitter,bitter-johannes,J. Bitter,G,1,42,806818,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,399772800.0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيتر, جوهانس'}, 'shortNameTranslation': {'ar': 'ج. بيتر'}}",,,,Johannes,Bitter,2.0,15.0,4.0,4.0,0.0,,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,3.0,13.0,1799.0,0.0,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Casper Mortensen,mortensen-casper,C. Mortensen,LW,6,264,809095,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,629596800.0,0,0,1,0,0,7,4,0,3,0,0,1,1,0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Azat Valiullin,valiullin-azat,A. Valiullin,LB,55,11,808791,"{'alpha2': 'RU', 'alpha3': 'RUS', 'name': 'Russia'}",EUR,652147200.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Niklas Weller,weller-niklas,N. Weller,P,13,7,894763,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,738028800.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Dominik Axmann,axmann-dominik,D. Axmann,LB,15,20,894755,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,930700800.0,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Leif Tissier,tissier-leif,L. Tissier,CB,7,29,894762,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,945388800.0,0,1,0,0,0,5,3,9,0,2,4,0,0,0,0,,,2.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Jacob Arenth Lassen,lassen-jacob-arenth,J. A. Lassen,RB,9,46,913463,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,810777600.0,1,1,0,0,0,6,5,4,0,2,2,0,0,0,0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Robin Paulsen Haug,haug-robin-paulsen,R. Haug,G,16,6,942033,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,904608000.0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4.0,18.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,9.0,,,1.0,2.0,14.0,1447.0,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Andreas Magaard,magaard-andreas,A. Magaard,P,4,9,1401239,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,902016000.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Frederik Bo Andersen,andersen-frederik-bo,F. B. Andersen,RW,21,42,941990,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,913161600.0,0,0,0,0,0,7,7,0,0,2,0,5,5,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Moritz Sauter,sauter-moritz,M. Sauter,CB,33,13,1167807,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1041552000.0,2,1,0,0,0,6,4,1,0,3,3,0,0,0,0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Levin Unbehaun,unbehaun-levin,L. Unbehaun,RW,8,1,1401240,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1104278400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Alexander Hartwig,hartwig-alexander,A. Hartwig,LW,22,3,1445546,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1044316800.0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3997,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Patrick Groetzki,groetzki-patrick,P. Groetzki,RW,24,192,806551,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,615513600.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,Patrick,Groetzki,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Mikael Appelgren,appelgren-mikael,M. A. Appelgren,G,1,58,808867,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,621043200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أبيلجرين, ميكائيل'}, 'shortNameTranslation': {'ar': 'م. أبيلجرين'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Sebastian Heymann,heymann-sebastian,S. Heymann,LB,13,72,806868,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,888710400.0,0,0,0,0,0,6,4,2,0,3,4,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Jannik Kohlbacher,kohlbacher-jannik,J. Kohlbacher,P,80,112,806923,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,806112000.0,0,0,0,0,0,10,8,1,0,0,0,1,1,0,0,,,,,"{'nameTranslation': {'ar': 'كولباخر, يانيك'}, 'shortNameTranslation': {'ar': 'ي. كولباخر'}}",,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Olle Forsell Schefvert,forsell-schefvert-olle,O. F. Schefvert,LB,25,20,894924,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,745200000.0,0,0,1,0,0,2,1,2,0,1,2,0,0,0,0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Tim Nothdurft,nothdurft-tim,T. Nothdurft,LW,8,17,848677,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,868579200.0,0,0,0,0,0,2,2,0,0,1,0,1,1,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Arnor Snaer Oskarsson,oskarsson-arnor-snaer,A. S. Óskarsson,RB,11,58,944977,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,951177600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Ivan Martinovic,martinovic-ivan,I. Martinović,RB,5,829,941775,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,884044800.0,0,2,0,0,0,13,7,3,4,3,9,0,0,1,0,,,3.0,4.0,,,,,Ivan,Martinović,,,,,,,,,,,,,,,,,,,4.0,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Gustav Davidsson,davidsson-gustav,G. Davidsson,LB,22,22,1476366,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,943833600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Juri Knorr,knorr-juri,J. Knorr,CB,10,677,944907,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,957830400.0,0,0,0,0,0,10,5,2,0,3,8,0,0,0,0,1.0,1.0,1.0,1.0,,,1.0,1.0,Juri,Knorr,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Steven Plucnar Jacobsen,jacobsen-steven-plucnar,S. P. Jacobsen,P,9,9,944866,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,972172800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Jon Lindenchrone Andersen,lindenchrone-andersen-jon,J. L. Andersen,RB,42,16,964463,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,852163200.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
David Spath,spath-david,D. Späth,G,29,90,1067949,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1020038400.0,0,0,0,6,22,2,2,1,0,0,0,0,0,0,0,,,,,,,,,,,15.0,41.0,2.0,3.0,1.0,2.0,8.0,5.0,8.0,2.0,8.0,2.0,3.0,,4.0,26.0,3531.0,1.0,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
David More,more-david,D. Móré,LW,15,19,1182867,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1087084800.0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Timo Kastening,kastening-timo,T. Kastening,RW,73,101,806895,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,804038400.0,0,0,0,0,0,6,6,0,2,2,0,2,2,0,0,,,,,"{'nameTranslation': {'ar': 'كاستينغ, تيمو'}, 'shortNameTranslation': {'ar': 'ت. كاستينغ'}}",2.0,,,Timo,Kastening,,,,,,,,,,,,,,,,,,,2.0,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Rogerio Moraes Ferreira,moraes-ferreira-rogerio,R. Moraes,P,13,36,806705,"{'alpha2': 'BR', 'alpha3': 'BRA', 'name': 'Brazil'}",EUR,758246400.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,3.0,3.0,Rogeiro,Moraes Ferreira,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Erik Balenciaga,balenciaga-azcue-erik,E. Balenciaga,CB,6,18,840959,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,736992000.0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Nebojsa Simic,simic-nebojsa,N. Simić,G,16,61,894614,"{'alpha2': 'ME', 'alpha3': 'MNE', 'name': 'Montenegro'}",EUR,727401600.0,0,0,0,10,25,0,0,1,0,0,0,0,0,1,0,,,,,"{'nameTranslation': {'ar': 'سيميتش, نيبويشا'}, 'shortNameTranslation': {'ar': 'ن. سيميتش'}}",,,,,,12.0,40.0,4.0,4.0,0.0,2.0,11.0,,1.0,1.0,6.0,3.0,3.0,1.0,3.0,28.0,3111.0,0.0,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Dimitri Ignatow,ignatow-dimitri,D. Ignatow,RW,11,4,876460,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,912384000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Alexandre Cavalcanti,cavalcanti-alexandre,A. Cavalcanti,LB,24,63,959192,"{'alpha2': 'PT', 'alpha3': 'PRT', 'name': 'Portugal'}",EUR,851644800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'كافالكانتي, ألكسندر'}, 'shortNameTranslation': {'ar': 'أ. كافالكانتي'}}",,,,Alexandre,Cavalcanti,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Dainis Kristopans,kristopans-dainis,D. Krištopāns,RB,10,193,902836,"{'alpha2': 'LV', 'alpha3': 'LVA', 'name': 'Latvia'}",EUR,654393600.0,1,1,0,0,0,7,4,2,0,4,7,0,0,0,0,,,3.0,3.0,"{'nameTranslation': {'ar': 'كريستوبانس, داينيس'}, 'shortNameTranslation': {'ar': 'د. كريستوبانس'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Arnar Freyr Arnarsson,arnarsson-arnar-freyr,A. F. Arnarsson,P,21,21,902455,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,826761600.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فرير ارنارسون, أرنار'}, 'shortNameTranslation': {'ar': 'أ. ف. ارنارسون'}}",,1.0,2.0,Arnar Freyr,Arnarsson,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Adam Morawski,morawski-adam,A. Morawski,G,1,47,902823,"{'alpha2': 'PL', 'alpha3': 'POL', 'name': 'Poland'}",EUR,782352000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مورافسكي, أدم'}, 'shortNameTranslation': {'ar': 'أ. مورافسكي'}}",,,,Adam,Morawski,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Adrian Sipos,sipos-adrian,A. Sipos,P,8,61,912347,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,636854400.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'سيبوس, أدريان'}, 'shortNameTranslation': {'ar': 'أ. سيبوس'}}",,1.0,1.0,Adrian,Sipos,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Nikolaj Enderleit,enderleit-nikolaj,N. Enderleit,RB,4,8,1006705,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,866851200.0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
David Mandic,mandic-david,D. Mandić,LW,7,364,953826,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,874195200.0,0,0,0,0,0,4,3,0,0,2,0,0,1,0,0,,,,,"{'nameTranslation': {'ar': 'مانديتش, دافيد'}, 'shortNameTranslation': {'ar': 'د. مانديتش'}}",2.0,1.0,1.0,David,Mandić,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Elvar Orn Jonsson,jonsson-elvar-orn,E. Ö. Jonsson,CB,19,49,949393,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,872985600.0,0,1,0,0,0,7,3,2,0,3,4,0,0,1,0,,3.0,2.0,3.0,"{'nameTranslation': {'ar': 'اورن جونسون, ايلفار'}, 'shortNameTranslation': {'ar': 'ا. ا. جونسون'}}",,,,Elvar Orn,Jonsson,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Hans Aaron Mensing,mensing-hans-aaron,A. Mensing,LB,33,158,1067947,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,879206400.0,1,0,0,0,0,9,4,2,0,3,5,0,0,0,0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Mohamed Amine Darmoul,darmoul-mohamed-amine,M. A. Darmoul,CB,71,175,1097816,"{'alpha2': 'TN', 'alpha3': 'TUN', 'name': 'Tunisia'}",EUR,891475200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Mohamed Amine,Darmoul,,,,,,,,,,,,,,,,,,,,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Ian Barrufet Torrebejano,barrufet-torrebejano-ian,I. B. Torrebejano,LW,83,23,1540782,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,1084924800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Away,4007,31.0,26.0,2024-09-21 17:00:00,12575495,mt-melsungen-rhein-neckar-lowen,,
Jim Gottfridsson,gottfridsson-jim,J. Gottfridsson,CB,24,254,806608,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,715392000.0,0,0,0,0,0,3,2,8,0,1,1,0,0,0,0,1.0,2.0,1.0,1.0,"{'nameTranslation': {'ar': 'جوتفريدسون, جيم'}, 'shortNameTranslation': {'ar': 'ج. جوتفريدسون'}}",,,,Jim,Gottfridsson,,,,,,,,,,,,,,,,,,,,Home,3993,37.0,32.0,2024-09-21 18:30:00,12575491,frisch-auf-goppingen-sg-flensburg-handewitt,,
Kevin Moller,moller-kevin,K. Møller,G,16,126,806613,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,614304000.0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Kevin,Moller,5.0,22.0,,,0.0,,2.0,3.0,12.0,,5.0,1.0,1.0,1.0,4.0,17.0,1801.0,0.0,,Home,3993,37.0,32.0,2024-09-21 18:30:00,12575491,frisch-auf-goppingen-sg-flensburg-handewitt,,
Mads Mensah Larsen,mensah-larsen-mads,M. M. Larsen,CB,22,120,806554,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,681955200.0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,"{'nameTranslation': {'ar': 'مينساه لارسن, مادس'}, 'shortNameTranslation': {'ar': 'م. م. لارسن'}}",,,,Mads Mensah,Larsen,,,,,,,,,,,,,,,,,,,,Home,3993,37.0,32.0,2024-09-21 18:30:00,12575491,frisch-auf-goppingen-sg-flensburg-handewitt,,
Blaz Blagotinsek,blagotinsek-blaz,B. Blagotinšek,P,43,63,902616,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,758764800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بلاجوتينشك, بلاج'}, 'shortNameTranslation': {'ar': 'ب. بلاجوتينشك'}}",,,,Blaž,Blagotinšek,,,,,,,,,,,,,,,,,,,,Home,3993,37.0,32.0,2024-09-21 18:30:00,12575491,frisch-auf-goppingen-sg-flensburg-handewitt,,
